Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
TraesCS1A03G0738000.1	TraesCS1A03G0738000.1	TraesCS1A03G0738000.1		165	false	false		TraesCS1A03G0738000.1		27.27	1.0000	0.9990	0.00000000000000	3	0	3	6	0	6	     0	     0	     0			TraesCS1D03G0703900.1
TraesCS1A03G0854400.1	TraesCS1A03G0854400.1	TraesCS1A03G0854400.1		398	false	false		TraesCS1A03G0854400.1		8.29	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			TraesCS1B03G0988300.1, TraesCS1D03G0824900.1
TraesCS1A03G0873700.1	TraesCS1A03G0873700.1	TraesCS1A03G0873700.1		501	false	false		TraesCS1A03G0873700.1		3.79	1.0000	0.9990	0.00000000000000	1	0	1	3	0	3	     0	     0	     0	12M(15.9949)		TraesCS1B03G1017900.1, TraesCS1D03G0848100.1
TraesCS1A03G0881600.1	TraesCS1A03G0881600.1	TraesCS1A03G0881600.1		579	false	false		TraesCS1A03G0881600.1		5.35	1.0000	0.9987	0.00000000000000	2	0	2	10	0	10	     0	     0	     0			TraesCS1B03G1029600.1, TraesCS1D03G0855200.1
TraesCS1A03G0887200.1	TraesCS1A03G0887200.1	TraesCS1A03G0887200.1		191	false	false		TraesCS1A03G0887200.1		52.36	1.0000	0.9990	0.00000000000000	7	0	2	40	0	16	     0	     0	     0	9M(15.9949)		TraesCS1A03G0887200.2
TraesCS1A03G0915700.1	TraesCS1A03G0915700.1	TraesCS1A03G0915700.1		553	false	false		TraesCS1A03G0915700.1		10.85	1.0000	0.9990	0.00000000000000	3	0	3	10	0	10	     0	     0	     0			TraesCS1B03G1079500.1, TraesCS1B03G1079500.2, TraesCS1D03G0895200LC.1, TraesCS3A03G0671500.1, TraesCS3B03G0767600.1, TraesCS3D03G0613600.2
TraesCS1A03G0948700.1	TraesCS1A03G0948700.1	TraesCS1A03G0948700.1		465	false	false		TraesCS1A03G0948700.1		8.60	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS1B03G1123800.1, TraesCS1D03G0923600.1
TraesCS1A03G0956200.1	TraesCS1A03G0956200.1	TraesCS1A03G0956200.1		153	false	false		TraesCS1A03G0956200.1		12.42	1.0000	0.9990	0.00000000000000	1	0	1	4	0	4	     0	     0	     0	18M(15.9949)		TraesCS1D03G0931800.1, TraesCS3A03G0689600.1, TraesCS3B03G0784900.1, TraesCS3D03G0626700.1, TraesCS5A03G0480900.1, TraesCS5B03G0079300LC.1, TraesCS5B03G0479800.2, TraesCS5D03G0444000.2
TraesCS1A03G0974500.1	TraesCS1A03G0974500.1	TraesCS1A03G0974500.1		178	false	false		TraesCS1A03G0974500.1		10.11	1.0000	0.9990	0.00000000000000	1	0	1	4	0	4	     0	     0	     0	11M(15.9949), 15M(15.9949)		TraesCS1B03G1157600.1, TraesCS1D03G0946100.1
TraesCS1A03G0990000.1	TraesCS1A03G0990000.1	TraesCS1A03G0990000.1		509	false	false		TraesCS1A03G0990000.1		9.63	1.0000	0.9990	0.00000000000000	3	0	3	6	0	6	     0	     0	     0	16M(15.9949)		TraesCS1B03G1171700.1, TraesCS1D03G0956000.2
TraesCS1A03G0995700.1	TraesCS1A03G0995700.1	TraesCS1A03G0995700.1		288	false	false		TraesCS1A03G0995700.1		11.81	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS4A03G0857000.1, TraesCS5B03G1281100.1, TraesCS5D03G1149900.1
TraesCS1A03G1008400.2	TraesCS1A03G1008400.2	TraesCS1A03G1008400.2		341	false	false		TraesCS1A03G1008400.2		16.13	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			TraesCS1B03G1190400.1, TraesCS1D03G0971000.1
TraesCS1B03G0597400.1	TraesCS1B03G0597400.1	TraesCS1B03G0597400.1		633	false	false		TraesCS1B03G0597400.1		38.70	1.0000	0.9990	0.00000000000000	10	0	6	17	0	6	     0	     0	     0	5M(15.9949)		
TraesCS1B03G0819300.1	TraesCS1B03G0819300.1	TraesCS1B03G0819300.1		648	false	false		TraesCS1B03G0819300.1		19.75	1.0000	0.9989	0.00000000000000	6	0	1	18	0	8	     0	     0	     0	1M(15.9949)		TraesCS1D03G0681300.1, TraesCS1D03G0681300.2
TraesCS1B03G0847900.1	TraesCS1B03G0847900.1	TraesCS1B03G0847900.1		320	false	false		TraesCS1B03G0847900.1		11.25	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			TraesCS1D03G0711100.1
TraesCS1B03G0938000.1	TraesCS1B03G0938000.1	TraesCS1B03G0938000.1		824	false	false		TraesCS1B03G0938000.1		11.17	1.0000	0.9990	0.00000000000000	5	2	5	12	3	12	     0	     0	     0			
TraesCS1B03G1018900.1	TraesCS1B03G1018900.1	TraesCS1B03G1018900.1		288	false	false		TraesCS1B03G1018900.1		16.32	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0	N-term(42.0106)		TraesCS1D03G0848600.1
TraesCS1B03G1037600.1	TraesCS1B03G1037600.1	TraesCS1B03G1037600.1		212	false	false		TraesCS1B03G1037600.1		46.70	1.0000	0.9990	0.00000000000000	7	0	7	44	0	44	     0	     0	     0	9M(15.9949), N-term(42.0106)		TraesCS1B03G1037600.2
TraesCS1B03G1038600.1	TraesCS1B03G1038600.1	TraesCS1B03G1038600.1		200	false	false		TraesCS1B03G1038600.1		39.50	1.0000	0.9990	0.00000000000000	4	3	4	7	6	7	     0	     0	     0	9M(15.9949)		
TraesCS1B03G1062500.1	TraesCS1B03G1062500.1	TraesCS1B03G1062500.1		741	false	false		TraesCS1B03G1062500.1		20.78	1.0000	0.9990	0.00000000000000	8	7	8	14	13	14	     0	     0	     0			
TraesCS1B03G1198500.1	TraesCS1B03G1198500.1	TraesCS1B03G1198500.1		145	false	false		TraesCS1B03G1198500.1		33.79	1.0000	0.9990	0.00000000000000	3	2	2	8	3	3	     0	     0	     0			
TraesCS1B03G1251400.1	TraesCS1B03G1251400.1	TraesCS1B03G1251400.1		367	false	false		TraesCS1B03G1251400.1		25.61	1.0000	0.9990	0.00000000000000	3	2	3	5	3	5	     0	     0	     0	N-term(42.0106)		
TraesCS1D03G0195600.1	TraesCS1D03G0195600.1	TraesCS1D03G0195600.1		347	false	false		TraesCS1D03G0195600.1		17.29	1.0000	0.9990	0.00000000000000	2	1	2	22	12	22	     0	     0	     0			
TraesCS1D03G0421900.1	TraesCS1D03G0421900.1	TraesCS1D03G0421900.1		599	false	false		TraesCS1D03G0421900.1		48.58	1.0000	0.9990	0.00000000000000	16	0	16	35	0	35	     0	     0	     0	25M(15.9949), 27M(15.9949)		TraesCS1D03G0421900.2
TraesCS1D03G0862200.1	TraesCS1D03G0862200.1	TraesCS1D03G0862200.1		220	false	false		TraesCS1D03G0862200.1		43.64	1.0000	0.9990	0.00000000000000	7	1	2	41	6	9	     0	     0	     0	9M(15.9949)		
TraesCS1D03G0862300.1	TraesCS1D03G0862300.1	TraesCS1D03G0862300.1		163	false	false		TraesCS1D03G0862300.1		30.67	1.0000	0.9985	0.00000000000000	3	1	3	5	2	5	     0	     0	     0			
TraesCS1D03G0862600.1	TraesCS1D03G0862600.1	TraesCS1D03G0862600.1		180	false	false		TraesCS1D03G0862600.1		27.22	1.0000	0.9988	0.00000000000000	4	0	2	12	0	2	     0	     0	     0			
TraesCS1D03G0882600.1	TraesCS1D03G0882600.1	TraesCS1D03G0882600.1		728	false	false		TraesCS1D03G0882600.1		15.11	1.0000	0.9989	0.00000000000000	6	3	5	10	3	9	     0	     0	     0			
TraesCS2A03G0066600.1	TraesCS2A03G0066600.1	TraesCS2A03G0066600.1		707	false	false		TraesCS2A03G0066600.1		4.81	1.0000	0.9990	0.00000000000000	2	2	2	5	5	5	     0	     0	     0			
TraesCS2A03G0146300.1	TraesCS2A03G0146300.1	TraesCS2A03G0146300.1		709	false	false		TraesCS2A03G0146300.1		4.51	1.0000	0.9972	0.00309119010819	2	0	2	3	0	3	     0	     0	     0			TraesCS2B03G0204600.1, TraesCS2D03G0145200.1
TraesCS2A03G0209800.1	TraesCS2A03G0209800.1	TraesCS2A03G0209800.1		373	false	false		TraesCS2A03G0209800.1		10.19	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			TraesCS2A03G0209800.2, TraesCS2B03G0288900.1, TraesCS2B03G0288900.2, TraesCS2D03G0214800.1, TraesCS2D03G0214800.2
TraesCS2A03G0234900.1	TraesCS2A03G0234900.1	TraesCS2A03G0234900.1		337	false	false		TraesCS2A03G0234900.1		12.76	1.0000	0.9989	0.00000000000000	1	1	1	3	3	3	     0	     0	     0			
TraesCS2A03G0776900.1	TraesCS2A03G0776900.1	TraesCS2A03G0776900.1		219	false	false		TraesCS2A03G0776900.1		18.72	1.0000	0.9990	0.00000000000000	2	0	2	6	0	6	     0	     0	     0			TraesCS2D03G0717200.1
TraesCS2A03G0809700.1	TraesCS2A03G0809700.1	TraesCS2A03G0809700.1		285	false	false		TraesCS2A03G0809700.1		13.68	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0	N-term(42.0106)		TraesCS2B03G0894600.1, TraesCS2D03G0749200.1
TraesCS2A03G0889000.1	TraesCS2A03G0889000.1	TraesCS2A03G0889000.1		263	false	false		TraesCS2A03G0889000.1		9.89	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			TraesCS2B03G0979500.1, TraesCS2D03G0831300.1, TraesCS6A03G0948100.1, TraesCS6A03G0948100.2, TraesCS6B03G1159400.1, TraesCS6D03G0826300.1
TraesCS2A03G1100700.1	TraesCS2A03G1100700.1	TraesCS2A03G1100700.1		476	false	false		TraesCS2A03G1100700.1		7.14	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			TraesCS2B03G1235700.1, TraesCS2D03G1044700.1
TraesCS2A03G1143600.1	TraesCS2A03G1143600.1	TraesCS2A03G1143600.1		444	false	false		TraesCS2A03G1143600.1		5.41	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS2A03G1143600.2, TraesCS2A03G1151900.1, TraesCS2A03G1151900.2, TraesCS2B03G1299600.1, TraesCS2B03G1307900.2, TraesCS2B03G1307900.3, TraesCS2D03G1093700.1, TraesCS2D03G1100800.1
TraesCS2B03G0113800.1	TraesCS2B03G0113800.1	TraesCS2B03G0113800.1		296	false	false		TraesCS2B03G0113800.1		12.84	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0	N-term(42.0106)		TraesCS2B03G0113800.2, TraesCS2B03G0113800.3, TraesCS2B03G0113800.4
TraesCS2B03G0425700.1	TraesCS2B03G0425700.1	TraesCS2B03G0425700.1		218	false	false		TraesCS2B03G0425700.1		17.89	1.0000	0.9990	0.00000000000000	2	1	1	10	4	4	     0	     0	     0	4M(15.9949)		
TraesCS2B03G0430900.1	TraesCS2B03G0430900.1	TraesCS2B03G0430900.1		607	false	false		TraesCS2B03G0430900.1		7.41	1.0000	0.9990	0.00000000000000	2	1	2	5	2	5	     0	     0	     0			
TraesCS2B03G0566600.1	TraesCS2B03G0566600.1	TraesCS2B03G0566600.1		1875	false	false		TraesCS2B03G0566600.1		2.93	1.0000	0.9990	0.00000000000000	3	1	3	4	1	4	     0	     0	     0			
TraesCS2B03G0771200.1	TraesCS2B03G0771200.1	TraesCS2B03G0771200.1		487	false	false		TraesCS2B03G0771200.1		7.80	1.0000	0.9990	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			TraesCS2B03G0771200.2, TraesCS2B03G0771200.3, TraesCS2B03G0771200.4
TraesCS2B03G0838400.1	TraesCS2B03G0838400.1	TraesCS2B03G0838400.1		586	false	false		TraesCS2B03G0838400.1		16.04	1.0000	0.9990	0.00000000000000	5	3	5	13	11	13	     0	     0	     0	15M(15.9949), 17M(15.9949)		
TraesCS2B03G0978300.1	TraesCS2B03G0978300.1	TraesCS2B03G0978300.1		131	false	false		TraesCS2B03G0978300.1		18.32	1.0000	0.9990	0.00000000000000	1	1	1	3	3	3	     0	     0	     0			
TraesCS2B03G1229100.1	TraesCS2B03G1229100.1	TraesCS2B03G1229100.1		734	false	false		TraesCS2B03G1229100.1		11.17	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			TraesCS3A03G0284200LC.1, TraesCS4D03G0400600LC.1, TraesCS7A03G0887100LC.1
TraesCS2B03G1260400.1	TraesCS2B03G1260400.1	TraesCS2B03G1260400.1		534	false	false		TraesCS2B03G1260400.1		9.55	1.0000	0.9990	0.00000000000000	3	0	3	6	0	6	     0	     0	     0			TraesCS2D03G1067000.2
TraesCS2D03G0071000.1	TraesCS2D03G0071000.1	TraesCS2D03G0071000.1		418	false	false		TraesCS2D03G0071000.1		9.09	1.0000	0.9990	0.00000000000000	2	0	2	5	0	5	     0	     0	     0	12M(15.9949), N-term(42.0106)		TraesCS2D03G0071000.2
TraesCS2D03G0193300.1	TraesCS2D03G0193300.1	TraesCS2D03G0193300.1		213	false	false		TraesCS2D03G0193300.1		17.84	1.0000	0.9990	0.00000000000000	2	1	2	5	1	5	     0	     0	     0	13M(15.9949)		
TraesCS2D03G0268900.1	TraesCS2D03G0268900.1	TraesCS2D03G0268900.1		218	false	false		TraesCS2D03G0268900.1		35.32	1.0000	0.9990	0.00000000000000	4	3	4	18	16	18	     0	     0	     0	31M(15.9949)		
TraesCS2D03G0323600.1	TraesCS2D03G0323600.1	TraesCS2D03G0323600.1		200	false	false		TraesCS2D03G0323600.1		19.50	1.0000	0.9990	0.00000000000000	2	0	2	14	0	14	     0	     0	     0	4M(15.9949)		TraesCS2D03G0323600.2
TraesCS2D03G0639100.1	TraesCS2D03G0639100.1	TraesCS2D03G0639100.1		225	false	false		TraesCS2D03G0639100.1		8.89	1.0000	0.9990	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
TraesCS2D03G0701900.1	TraesCS2D03G0701900.1	TraesCS2D03G0701900.1		556	false	false		TraesCS2D03G0701900.1		13.67	1.0000	0.9990	0.00000000000000	4	3	3	9	8	8	     0	     0	     0			
TraesCS2D03G1305600.1	TraesCS2D03G1305600.1	TraesCS2D03G1305600.1		341	false	false		TraesCS2D03G1305600.1		16.72	1.0000	0.9985	0.00000000000000	3	1	3	6	1	6	     0	     0	     0			
TraesCS3A03G0016800.1	TraesCS3A03G0016800.1	TraesCS3A03G0016800.1		189	false	false		TraesCS3A03G0016800.1		16.93	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0	8M(15.9949)		TraesCS3B03G0016800.1, TraesCS3B03G0018100.1, TraesCS3B03G0036100.1, TraesCS3B03G0037300.1, TraesCS3D03G0013300.1, TraesCS3D03G0014700.1, TraesCS4A03G1188300.1, TraesCS7A03G0041400.1, TraesCS7A03G0041400.2, TraesCS7D03G0036300.1, TraesCS7D03G0036300.2
TraesCS3A03G0030800.1	TraesCS3A03G0030800.1	TraesCS3A03G0030800.1		1071	false	false		TraesCS3A03G0030800.1		3.73	1.0000	0.9990	0.00000000000000	2	0	2	6	0	6	     0	     0	     0			TraesCS3A03G0030800.2, TraesCS3D03G0024300.1, TraesCS3D03G0024300.2, TraesCSU03G0033800.1, TraesCSU03G0033800.2
TraesCS3A03G0041700.1	TraesCS3A03G0041700.1	TraesCS3A03G0041700.1		423	false	false		TraesCS3A03G0041700.1		11.35	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			TraesCS3B03G0057500.1, TraesCS3D03G0046800.1
TraesCS3A03G0046100.1	TraesCS3A03G0046100.1	TraesCS3A03G0046100.1		450	false	false		TraesCS3A03G0046100.1		9.56	1.0000	0.9990	0.00000000000000	3	0	3	8	0	8	     0	     0	     0			TraesCS3A03G0046100.2, TraesCS3A03G0046100.3, TraesCS3D03G0041800.1, TraesCS3D03G0041800.2
TraesCS3A03G0245800.1	TraesCS3A03G0245800.1	TraesCS3A03G0245800.1		164	false	false		TraesCS3A03G0245800.1		29.27	1.0000	0.9990	0.00000000000000	3	0	2	7	0	4	     0	     0	     0			TraesCS3A03G0246200.1, TraesCS3B03G0310700.1, TraesCS3B03G0310800.1, TraesCS3D03G0238800.1, TraesCS3D03G0239000.1, TraesCS3D03G0239100.1, TraesCS3D03G0239200.1, TraesCS3D03G0239400.1, TraesCS4D03G0298400.1, TraesCS4D03G0298500.1
TraesCS3A03G0304900.1	TraesCS3A03G0304900.1	TraesCS3A03G0304900.1		157	false	false		TraesCS3A03G0304900.1		16.56	1.0000	0.9990	0.00000000000000	2	0	2	11	0	11	     0	     0	     0			TraesCS3D03G0296500.1
TraesCS3A03G0474800.1	TraesCS3A03G0474800.1	TraesCS3A03G0474800.1		608	false	false		TraesCS3A03G0474800.1		6.41	1.0000	0.9982	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			TraesCS3B03G0540400.1, TraesCS3B03G0540400.2, TraesCS3D03G0427200.1, TraesCS7A03G0992800.1, TraesCS7A03G0992800.2, TraesCS7A03G0992800.3, TraesCS7A03G0992800.4, TraesCS7B03G0830100.1, TraesCS7D03G0950200.1, TraesCS7D03G0950200.2, TraesCS7D03G0950200.3
TraesCS3A03G0691200.1	TraesCS3A03G0691200.1	TraesCS3A03G0691200.1		248	false	false		TraesCS3A03G0691200.1		13.71	1.0000	0.9989	0.00000000000000	1	1	1	5	5	5	     0	     0	     0	30M(15.9949), N-term(42.0106)		
TraesCS3A03G0696300.2	TraesCS3A03G0696300.2	TraesCS3A03G0696300.2		647	false	false		TraesCS3A03G0696300.2		6.65	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			TraesCS3D03G0637400.1
TraesCS3A03G0709500.1	TraesCS3A03G0709500.1	TraesCS3A03G0709500.1		250	false	false		TraesCS3A03G0709500.1		33.60	1.0000	0.9990	0.00000000000000	3	1	3	8	1	8	     0	     0	     0	3M(15.9949), N-term(42.0106)		
TraesCS3A03G0737300.1	TraesCS3A03G0737300.1	TraesCS3A03G0737300.1		380	false	false		TraesCS3A03G0737300.1		9.21	1.0000	0.9980	0.00160513643660	2	0	2	2	0	2	     0	     0	     0			TraesCS3A03G0737300.2, TraesCS3B03G0844300.1, TraesCS3B03G0844300.2, TraesCS3D03G0680700LC.1
TraesCS3A03G0738200.1	TraesCS3A03G0738200.1	TraesCS3A03G0738200.1		649	false	false		TraesCS3A03G0738200.1		13.87	1.0000	0.9990	0.00000000000000	3	0	3	10	0	10	     0	     0	     0	5M(15.9949)		TraesCS3A03G0738200.2, TraesCS3B03G0844800.2, TraesCS3B03G0844800.3, TraesCS3B03G0844800.4
TraesCS3A03G0814700.1	TraesCS3A03G0814700.1	TraesCS3A03G0814700.1		557	false	false		TraesCS3A03G0814700.1		11.13	1.0000	0.9990	0.00000000000000	3	0	3	8	0	8	     0	     0	     0	14M(15.9949)		TraesCS3B03G0937500.1, TraesCS3D03G0750800.1
TraesCS3A03G0938200.1	TraesCS3A03G0938200.1	TraesCS3A03G0938200.1		323	false	false		TraesCS3A03G0938200.1		16.10	1.0000	0.9990	0.00000000000000	3	0	3	4	0	4	     0	     0	     0			TraesCS3B03G1068000.1, TraesCS3D03G0870400.1
TraesCS3A03G1064000.1	TraesCS3A03G1064000.1	TraesCS3A03G1064000.1		757	false	false		TraesCS3A03G1064000.1		5.94	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			TraesCS3B03G1231500.1, TraesCS3D03G0991600.1
TraesCS3A03G1237100.1	TraesCS3A03G1237100.1	TraesCS3A03G1237100.1		111	false	false		TraesCS3A03G1237100.1		33.33	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0	2M(15.9949)		TraesCS3A03G1237100.2, TraesCS3D03G1169900.1, TraesCSU03G0049900LC.1
TraesCS3B03G0354200.1	TraesCS3B03G0354200.1	TraesCS3B03G0354200.1		153	false	false		TraesCS3B03G0354200.1		32.03	1.0000	0.9990	0.00000000000000	2	1	2	4	2	4	     0	     0	     0			
TraesCS3B03G0378600.1	TraesCS3B03G0378600.1	TraesCS3B03G0378600.1		157	false	false		TraesCS3B03G0378600.1		16.56	1.0000	0.9988	0.00000000000000	2	2	2	6	6	6	     0	     0	     0			
TraesCS3B03G0686400.1	TraesCS3B03G0686400.1	TraesCS3B03G0686400.1		340	false	false		TraesCS3B03G0686400.1		17.65	1.0000	0.9990	0.00000000000000	2	0	2	6	0	6	     0	     0	     0			TraesCS3D03G0557700.1
TraesCS3B03G0733600.1	TraesCS3B03G0733600.1	TraesCS3B03G0733600.1		192	false	false		TraesCS3B03G0733600.1		28.12	1.0000	0.9990	0.00000000000000	3	1	3	7	1	7	     0	     0	     0			
TraesCS3B03G0786900.1	TraesCS3B03G0786900.1	TraesCS3B03G0786900.1		248	false	false		TraesCS3B03G0786900.1		18.55	1.0000	0.9990	0.00000000000000	2	0	2	7	0	7	     0	     0	     0	30M(15.9949), N-term(42.0106)		TraesCS3D03G0627700.1
TraesCS3B03G1041200.1	TraesCS3B03G1041200.1	TraesCS3B03G1041200.1		343	false	false		TraesCS3B03G1041200.1		34.99	1.0000	0.9990	0.00000000000000	7	0	7	24	0	24	     0	     0	     0	28M(15.9949)		TraesCS3D03G0846000.1
TraesCS3D03G0316500.1	TraesCS3D03G0316500.1	TraesCS3D03G0316500.1		110	false	false		TraesCS3D03G0316500.1		16.36	1.0000	0.9990	0.00000000000000	2	2	2	2	2	2	     0	     0	     0			
TraesCS3D03G0595800.1	TraesCS3D03G0595800.1	TraesCS3D03G0595800.1		225	false	false		TraesCS3D03G0595800.1		19.56	1.0000	0.9990	0.00000000000000	2	2	2	6	6	6	     0	     0	     0	4M(15.9949)		
TraesCS3D03G1030500.1	TraesCS3D03G1030500.1	TraesCS3D03G1030500.1		403	false	false		TraesCS3D03G1030500.1		8.44	1.0000	0.9989	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS3D03G1030800.1
TraesCS4A03G0035800.1	TraesCS4A03G0035800.1	TraesCS4A03G0035800.1		477	false	false		TraesCS4A03G0035800.1		16.56	1.0000	0.9981	0.00000000000000	4	1	4	7	2	7	     0	     0	     0			
TraesCS4A03G0057700.1	TraesCS4A03G0057700.1	TraesCS4A03G0057700.1		272	false	false		TraesCS4A03G0057700.1		48.16	1.0000	0.9990	0.00000000000000	4	4	4	17	17	17	     0	     0	     0	25M(15.9949)		
TraesCS4A03G0057800.1	TraesCS4A03G0057800.1	TraesCS4A03G0057800.1		284	false	false		TraesCS4A03G0057800.1		19.72	1.0000	0.9990	0.00000000000000	2	2	2	4	4	4	     0	     0	     0			
TraesCS4A03G0080900.1	TraesCS4A03G0080900.1	TraesCS4A03G0080900.1		688	false	false		TraesCS4A03G0080900.1		11.19	1.0000	0.9990	0.00000000000000	4	1	4	10	2	10	     0	     0	     0			
TraesCS4A03G0086900.1	TraesCS4A03G0086900.1	TraesCS4A03G0086900.1		263	false	false		TraesCS4A03G0086900.1		15.21	1.0000	0.9990	0.00000000000000	3	0	3	7	0	7	     0	     0	     0			TraesCS4B03G0694300.1, TraesCS4D03G0621900.1
TraesCS4A03G0107100.1	TraesCS4A03G0107100.1	TraesCS4A03G0107100.1		525	false	false		TraesCS4A03G0107100.1		9.71	1.0000	0.9990	0.00000000000000	3	0	3	4	0	4	     0	     0	     0			TraesCS4B03G0676200.1, TraesCS4D03G0601100.1, TraesCS5A03G0822600.1, TraesCS5B03G0860700.1, TraesCS5D03G0784200.1
TraesCS4A03G0196100.1	TraesCS4A03G0196100.1	TraesCS4A03G0196100.1		809	false	false		TraesCS4A03G0196100.1		6.67	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS4B03G0579000.1, TraesCS4D03G0513900.1
TraesCS4A03G0202400.1	TraesCS4A03G0202400.1	TraesCS4A03G0202400.1		651	false	false		TraesCS4A03G0202400.1		19.97	1.0000	0.9990	0.00000000000000	6	0	3	12	0	6	     0	     0	     0			TraesCS4A03G0202400.2, TraesCS4B03G0573700.1, TraesCS4D03G0507200.1
